Date,Temperature_Max (°C),Temperature_Min (°C),Humidity (%),Rainfall (mm),PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),Seismic Activity (Richter),Wind Speed (km/h),Visitors,Biological Growth (%),Soil Erosion (mm/year)
27-09-2000,31.7,17.7,62.5,279.4,90.9,121.8,61.6,4.7,7.6,962,18.9,2.79
28-09-2000,30,19,84.9,136.2,18.9,154.4,26.6,3.6,18.4,559,12.4,0.55
29-09-2000,32,21.5,81.2,146.8,94.4,30.7,76.5,4.7,28.4,310,25.3,2.58
30-09-2000,43.3,21.4,51.6,155.1,91.2,143.6,41.3,4.8,11.7,221,43.3,1.56
01-10-2000,31.5,20,77.9,111.8,83.7,32,54.2,5.1,5.8,947,8.8,2.12
02-10-2000,40.9,25.3,89.5,138.4,107.4,72.9,61.7,4.8,9.1,338,15.3,2.5
03-10-2000,39.9,18.5,62.8,217.2,61.6,142.4,64.1,5.2,25.6,568,20.4,1.51
04-10-2000,38.9,21.5,53.1,252,78.6,63.9,32.9,6,28.3,781,32.8,0.9
05-10-2000,33.8,21.1,89.4,37.6,23.8,91.8,23.4,4.5,13.3,528,18.5,1.78
06-10-2000,32.9,28.9,84.1,172,88.4,163.1,68.7,6,19.1,258,43.4,1.45
07-10-2000,42.8,22.1,65.4,208.4,146.6,118.1,53.1,3.6,11.1,964,20.3,0.52
08-10-2000,37.5,22.9,71.8,215.1,44,25.8,40.2,2.9,19.5,241,5.3,2.68
09-10-2000,25.4,17.8,76.7,175.7,131.8,144.8,54.6,2.6,23.2,616,34.7,2.43
10-10-2000,37.6,22.6,67.9,215.3,72.2,101.9,35.5,5.7,23.7,262,31.3,2.32
11-10-2000,30.7,27.8,41.4,296.2,80,66.8,14,5.5,15.3,916,23.1,2.97
12-10-2000,29.8,29.4,46.9,135.4,77,89,43.4,2.7,21.9,656,29.7,2.24
13-10-2000,42.9,29.2,69.2,232.8,64.8,160.8,28.3,2.4,10.6,186,48.5,1.31
14-10-2000,40.3,16.6,50.7,191.8,60.2,43.5,67.7,4.4,19.9,242,40.3,1.14
15-10-2000,43.8,16.9,60,73.8,66.9,76.1,10.6,5.9,19.5,788,40.6,2.44
16-10-2000,32.6,21.2,83.3,3.3,47.1,140.1,77.7,2,12.9,544,43.6,0.61
17-10-2000,32.3,27.1,42.5,155.8,141.9,56.2,32.9,3.9,5.2,224,19.2,2.38
18-10-2000,41.5,28.4,89.3,139.1,91,87.4,40.7,6,19.3,534,23.7,1.44
19-10-2000,25.1,29.7,42.9,67.4,84.9,40.6,59,5.7,25.9,381,6.7,1.25
20-10-2000,42.5,16,68.9,141.9,29,41.2,22.1,5.8,6.4,130,19,2.96
21-10-2000,37.8,23.4,43,166.2,71.8,195.2,51.6,5.6,28,479,27.4,1.68
22-10-2000,35.8,29.9,51.1,113.6,66.4,35.6,62.4,5.6,14.2,874,16.2,1
23-10-2000,32.4,15.3,79.3,256.1,82.6,60.6,42.8,5.1,11.6,554,19.4,2.6
24-10-2000,35.8,16.9,66.5,152.4,50.4,146.2,21.4,4,7.3,948,32.4,2.7
25-10-2000,41.3,26.2,53.2,254.1,99.8,138,74.3,5.9,23.1,627,29.3,2.46
26-10-2000,42.5,25.9,69.8,242,92.4,118.6,36,2.1,27,682,38.8,1.69
27-10-2000,41.3,26,54.8,75.6,136.5,52.7,38,5.6,18.4,364,11.3,1.07
28-10-2000,31.9,23,53.4,166.9,103.2,187,73.4,2.1,15.5,129,30.3,0.53
29-10-2000,26.4,27.1,65.7,61.2,34.3,136.9,25.6,2.8,20.5,432,25.2,1.49
30-10-2000,37.9,19,62.9,183.7,130.2,180.8,65.1,2.9,12.4,370,26.9,0.84
31-10-2000,39.1,24.4,69.6,175.7,117.8,23.1,34.8,5.3,12.7,112,41,0.79
01-11-2000,30.1,27.2,77.2,269.5,45.5,27.8,31.5,4.2,5.1,109,16.4,1.37
02-11-2000,41.4,15,66.9,132.6,37.6,174.9,10.4,5.9,17.1,337,7.5,1.72
03-11-2000,41.5,28.1,65.9,19.3,123.3,22.4,55.5,2.8,22.6,892,44.9,0.77
04-11-2000,33.7,27.8,58.1,82.8,72.9,103.3,23,2.9,10.6,984,48.4,1.83
05-11-2000,27.3,29.6,64.7,135.2,96.8,162.1,10.7,5.1,25.3,385,22.2,1.51
06-11-2000,34.8,27.3,87.4,180.4,133.4,89.3,66.3,5.6,14.5,701,33.9,2.1
07-11-2000,31.2,26.4,83.8,8.4,22,166.1,49.3,4.1,21.8,297,44,0.6
08-11-2000,40,17.4,86.5,261.1,84.8,117.9,64.7,4.6,22.4,222,48.4,1.64
09-11-2000,26.6,17.1,45.4,89.3,49.7,142.9,19.1,3,23.1,766,39.1,1
10-11-2000,27.2,25.7,45.8,73.6,144.7,123.2,62.4,2.9,23.3,776,41.4,1.42
11-11-2000,42.2,15.6,42.6,136.6,137.3,198.2,25.9,4.4,26.5,659,9.7,1.86
12-11-2000,37.1,17.4,88,33.9,92.8,117.6,27.8,5.6,15.5,547,23.8,0.99
13-11-2000,27,23.5,88.5,22.9,43.2,157,24.3,5.4,6.9,843,7.6,2.06
14-11-2000,42.3,29.1,40.9,90.6,118.7,50.2,76.9,4.4,6,585,35.9,0.89
15-11-2000,26.9,21.8,48.8,45.8,98.3,71,67.1,4.7,10.8,765,32,1.76
16-11-2000,29.5,16.7,79.4,109.8,93.5,195.3,11.5,2.2,23.1,356,33.2,1.26
17-11-2000,25.4,24.9,59.6,11.4,77.9,128.3,25.7,4.7,5.5,925,28,1.79
18-11-2000,44.2,24.6,78.3,103.9,88.9,151.8,56.5,3.9,21.6,490,42.9,2.19
19-11-2000,30.9,23.5,65.3,64.2,142.1,72.4,17.9,3.1,20.1,267,24.2,0.93
20-11-2000,31.1,26.6,51.2,279.4,18.2,132.2,72.3,5.5,7.9,754,19.6,2.71
21-11-2000,28.8,25.8,48.8,223.2,21.3,38.5,75.6,2.9,22.4,832,34.9,2.6
22-11-2000,40.2,21.1,46.6,111.6,88.8,30.5,10.4,5.9,20.9,340,41,2.25
23-11-2000,39.3,15.1,82.9,276.3,130.5,190,16.2,4.5,8.7,293,11.2,2.07
24-11-2000,28.2,19,69.5,174.4,22.2,66.8,50.5,4.3,28,649,26.1,0.57
25-11-2000,28.9,24.8,77.1,36.5,121.3,47.8,68.1,4.5,27.5,721,7.4,1.77
26-11-2000,37,21.6,66.8,256.1,74.6,41.4,60.6,5.7,24.3,992,13.5,0.97
27-11-2000,40.9,28.7,55.3,158,32.2,138,39.1,4.7,27.7,348,43.4,2.55
28-11-2000,41.2,28.3,51.2,257.1,21.1,72.7,54.6,3.2,19.2,930,5.9,1.85
29-11-2000,37.5,18.2,42,253.2,76.5,71.9,74.5,4.8,7.3,824,16.7,1.96
30-11-2000,35.3,23,76.4,212.4,110.3,23.1,68.4,2.2,16.3,189,10.4,2.28
01-12-2000,30.4,15.5,86.8,58.4,121.4,187.8,33,5.7,10,945,19.8,2.71
02-12-2000,40.7,22.9,48.3,224.3,105.7,167.8,31.1,4.8,16.8,750,7.2,2.09
03-12-2000,39,21.6,48.5,151.6,31,110.4,79.6,4.4,20.8,311,35.9,2.08
04-12-2000,28.5,22.5,78.4,247.7,19.1,176.3,30.2,4.3,28.8,168,30.8,0.9
05-12-2000,38.2,20.4,47.4,90.4,86.9,58.3,35.8,4.4,19.7,819,26.1,0.54
06-12-2000,41.7,16.3,69,143.7,59.2,136.9,71.7,3.5,25.4,430,6.8,0.55
07-12-2000,28.6,25.6,54.9,68.1,111,28.7,72,3.7,24.9,851,13.8,0.75
08-12-2000,30.1,22.5,71.8,146.9,39.5,118.5,10.7,2.5,26.1,406,33.7,2.71
09-12-2000,33,17.6,47.1,294.9,78,60.2,76.3,2.3,29.8,611,36.6,1.65
10-12-2000,34,17.5,58.8,259.7,75.1,141.5,29.3,2.9,24.4,212,25.6,1.56
11-12-2000,35.8,18.8,71.4,64.1,117.9,157.1,49,5.9,25.8,417,44.3,2.35
12-12-2000,35.5,28.7,77.9,104.4,142.9,115.4,43.9,2.5,25.7,108,28.9,0.64
13-12-2000,37.1,16.6,73,216.8,97.1,73.7,28.3,4.7,11.6,893,19.3,0.82
14-12-2000,38,17.1,89.9,75.1,30.2,103.4,26.4,3.4,24.5,302,35.2,1.95
15-12-2000,31.4,27.3,64.6,280.4,117,85.9,13.7,4.9,14.6,565,40.1,2.9
16-12-2000,43.3,26.6,89.3,176.9,60.3,109.9,17.6,2.8,7,339,15.7,0.73
17-12-2000,37.6,24.8,79.6,231.7,74.3,146.2,52.7,5.9,25.7,111,31.4,1.83
18-12-2000,26.6,17,56.6,138.4,127.7,98.6,42.3,4.9,8,814,18.9,2.11
19-12-2000,30.1,20.8,71.4,116.8,103.9,119.4,39.1,3.3,29.3,359,15.7,1.7
20-12-2000,34.7,22.1,73.5,151.9,26.5,102.1,67,2.3,23.6,639,48.4,3
21-12-2000,32.6,25.5,50.3,37.8,132.2,54.8,58.5,2.5,17.1,361,24.5,1.8
22-12-2000,27.1,27.4,51.3,221.7,95.3,99.4,25.1,4.6,26.2,475,49.5,1.15
23-12-2000,41,28.4,59.7,167.3,61.8,115.4,44.5,2.4,10.7,338,5.6,1.6
24-12-2000,36.8,28.1,51,196.8,21,192.1,29.9,5.9,11,536,24.3,2.86
25-12-2000,38.5,24.1,65.9,72.5,56.7,98.9,68.9,3.8,18.3,177,16.4,2.47
26-12-2000,34.7,26.3,79.2,159.7,93.8,182.2,72.7,5.9,7,473,11.5,1.42
27-12-2000,35.4,17.2,62,203.6,110.4,110.3,56.1,3.8,21.2,886,36,2.41
28-12-2000,33.4,15.4,77.7,19.6,89.8,73.5,28.9,2.3,18.6,430,6.8,0.62
29-12-2000,28.3,20.9,44.3,255.2,112.3,33.5,41.5,2.3,28.3,646,45.4,1.99
30-12-2000,41.6,17.1,73.6,247.8,85.3,71.3,45.9,2.4,8.5,810,32.7,1.22
31-12-2000,29.8,18.3,79.2,29.1,61.3,172.9,53.1,4.8,22.1,280,12.7,2.2
01-01-2001,28.4,20.5,85.1,131.7,77.6,57.9,75.2,2.9,17.9,893,38.3,0.63
02-01-2001,25.8,15.9,65.2,154.7,117.5,102.8,56.5,4.2,21.2,565,26.7,1.07
03-01-2001,33.5,25.2,56.6,43,64.6,116.8,30,5.2,6.8,223,36.1,1.86
04-01-2001,27.4,15.8,65.4,246.3,73,151.9,58.4,5.1,8.1,555,36.2,0.73
05-01-2001,29.9,28.4,43.5,25.2,126.5,49.4,23.3,2.8,12.1,352,41.1,1.62
06-01-2001,36.3,19.2,86.4,297.6,42,173.2,35.7,5.6,24.5,772,35.8,2.33
07-01-2001,36.1,27.1,73.8,280.6,128.6,84.2,57.3,4,12.7,786,40.8,0.9
08-01-2001,35.2,17.5,84.5,174.5,68.7,64,53,4.4,15,588,35,0.66
09-01-2001,40,29.5,79.3,90.5,54.3,78.3,62.9,3,5.7,691,22.6,1.03
10-01-2001,44,27.7,79.4,91.9,147.7,80.2,37.8,3,23.3,387,13.4,1.5
11-01-2001,25.5,28.4,51.9,35.9,46,116.7,55.6,5.8,17.9,195,26.3,1.67
12-01-2001,35.7,22.5,80.4,36.4,131.4,47.9,43.5,3.5,7.8,222,32.9,0.6
13-01-2001,30.7,15.5,50.1,181.1,43.9,20.2,70,2.4,15.8,585,44.5,1.01
14-01-2001,39.5,29.6,79.2,151,113.6,34.2,35.5,4.8,25,560,35.9,0.55
15-01-2001,27.2,28.3,78,169,40.1,113.6,39.4,4.1,9.9,688,14.7,0.59
16-01-2001,32.3,27.7,69.3,0.4,16.4,45.9,62.3,4,15.8,762,11.6,2.48
17-01-2001,35,28,64.7,298.4,42.2,161.7,53.2,3.8,22.3,368,30.2,0.7
18-01-2001,41.3,26.2,72.5,10.3,99.5,30.2,41.7,5.3,25.5,450,48.1,1.33
19-01-2001,42.9,27.4,57.5,59.7,127.8,89.4,73.6,2.6,21.6,231,28,2.87
20-01-2001,42.1,19.4,70.3,292.6,45.1,155.2,50.6,2.2,15.9,550,5.2,0.95
21-01-2001,35.3,23,71.2,244.8,10.2,180.8,47.3,2,9.7,773,29.8,1.36
22-01-2001,28.9,24.8,80.3,85.6,112,192.5,10.8,5.7,14.8,231,15.2,2.76
23-01-2001,29.7,22.2,57.7,209.4,18.3,198.5,37.8,4.4,9.3,856,46.8,2.74
24-01-2001,36.3,15.4,84.5,230.2,124.7,84.5,50.9,2.1,17.4,890,6.6,0.9
25-01-2001,25.9,17.2,82.7,122,99,96,35,2.9,28.1,432,39.9,2.24
26-01-2001,44.9,20.9,85.9,278.3,87.6,81.4,59.1,2.6,19.5,418,43.8,1.33
27-01-2001,37.8,25.9,60.1,28.1,82.9,114.3,37.5,4.2,26.4,699,8.9,0.74
28-01-2001,29.7,28.3,41.1,235.7,65.2,140,17.5,3,23,516,27.9,0.89
29-01-2001,32.7,27,40.6,285.7,42.2,81.2,37.7,4.7,24.8,131,13.6,0.81
30-01-2001,35.4,18.3,51.4,151.6,51.8,161.2,25.9,3.1,18.9,114,17.9,2.74
31-01-2001,35.9,22.4,47,221.5,16.5,154.8,37,5.2,8.6,859,40.5,2.76
01-02-2001,35.9,15.8,50.8,206.2,49.3,79.3,63.2,5.9,6.7,866,43.3,0.96
02-02-2001,33,18.4,65,204.3,66.2,175.1,78.2,2.4,18.5,712,37.8,1.09
03-02-2001,35.6,16.9,42.6,289.3,122.1,169.4,68.7,2.8,7.9,115,21.3,1.43
04-02-2001,41.2,19.5,42.3,32.7,18.3,175.9,69.9,4.9,25.1,858,34.9,2.11
05-02-2001,38.6,29.8,46.2,8.1,112.8,132.1,17.2,3.5,27.6,963,23,1.79
06-02-2001,35.5,15.3,68.9,213.3,129.5,197,42.8,5.5,6.4,954,39.1,2.84
07-02-2001,26.8,25.7,76.4,149.3,80.8,66.6,43.2,3,18.7,987,10.3,2.37
08-02-2001,26.4,23.7,79.1,244.7,63.3,126,13.1,2.7,12.3,863,31.4,1.82
09-02-2001,44.7,25.4,79.6,237.1,31.1,164.9,16.5,3.5,15.9,671,33.3,1.24
10-02-2001,37.7,20.1,55.2,188.5,32.4,49.7,18.7,5.4,7.7,593,43,2.98
11-02-2001,35.6,17.9,58.4,242.9,16.2,191.8,74.7,4.5,8.7,978,48.4,0.75
12-02-2001,39.2,27,88.3,183.5,83.4,99.7,48.4,3.9,11.3,221,36.4,1.53
13-02-2001,44.7,19.6,58.7,244,108.6,100.8,21.2,3.4,26.7,709,8,1.77
14-02-2001,35.8,16.4,43,179.7,117.9,30.8,38.3,2,17.3,476,47.6,1.77
15-02-2001,37.9,18.5,56.6,180.4,76.1,58.9,68.8,4.6,8,331,28.2,1.67
16-02-2001,36.6,17.2,86.8,84.6,149.2,165.9,44.3,3.3,6.1,490,17.5,2.59
17-02-2001,39.2,22.2,71.1,68,73.8,52.1,44.2,4.8,7.3,684,47.3,1.47
18-02-2001,43.9,23.4,47.6,169,90.8,174.7,54.5,3.6,12.8,309,25.2,1.3
19-02-2001,42.8,19.7,87.3,290.5,77.6,76.6,51.5,4.7,13.6,190,40.7,2.67
20-02-2001,27.6,17.9,73.5,190.4,51.5,175.8,72.5,3.8,26.7,360,16.2,0.96
21-02-2001,36.4,26.7,52.9,37,110.1,48.7,59.2,2.4,6.8,741,22.7,1.85
22-02-2001,37.6,19.5,64,87.6,148.1,121.2,62.7,4.4,9.2,900,6.4,1.66
23-02-2001,38.7,16.7,55.1,112.6,39,123.5,12.3,3.9,6.7,191,49.9,0.86
24-02-2001,43,17.3,74.4,275.1,132,149.3,22.8,2.3,9.2,698,46.7,2.17
25-02-2001,32.1,21.1,75.1,2.7,101.6,192.7,16.6,4.2,20.5,310,16.7,2.02
26-02-2001,25.4,18.4,76,174.4,31.7,179.5,53.1,4.2,10.3,431,19.1,2.88
27-02-2001,40,28.3,48.2,255.5,34.5,175.8,63.9,4.2,8.5,147,19.2,1.49
28-02-2001,37.7,28.2,56.2,120,53.9,50.3,10,3.3,19.6,712,48,2.39
01-03-2001,29,20.4,65.1,83.6,41.8,189.2,28.4,5.1,12.3,212,41.1,1.98
02-03-2001,38.7,16.3,57.6,50.3,63.6,76.8,59.6,4.2,16.5,899,49.1,1.81
03-03-2001,29.5,21,46.9,242,87,136.5,24.9,4.8,17.9,287,14,2.85
04-03-2001,32.4,27.7,50.2,36.6,69.8,124.4,69.3,3,9.7,286,33.2,2.51
05-03-2001,39.3,29.8,65,238.9,36.5,120.7,78.5,2.6,20.2,242,30.4,1.52
06-03-2001,29.8,28.7,83.7,72.3,33,62.5,33.3,3.8,27.5,851,36.7,2.02
07-03-2001,35.7,16.5,74.8,191.2,59.6,111.4,43.8,3.3,17.2,842,46.7,2.22
08-03-2001,25.6,20.2,59.7,199.9,108.1,186.5,27.7,3,13.4,608,49.7,0.61
09-03-2001,41.6,26.9,64,96.1,21.9,150,72.1,2.7,21.9,184,9.9,1.54
10-03-2001,40.1,24.3,49.7,149,23.3,140.1,46.4,3.1,19.9,949,30.4,1.56
11-03-2001,42,22.8,76.4,21.7,141.6,63.4,74.5,4.1,17.7,411,18.3,2.72
12-03-2001,28.9,26.7,83.4,122.4,72,91.5,50,5.3,11.3,726,6.8,0.85
13-03-2001,43.1,15.3,73.1,157.7,33,142.7,14,2.5,11.7,420,28.4,1.5
14-03-2001,34,27.1,57,251.3,52,35.2,52.1,2.1,22.8,503,41.4,0.56
15-03-2001,43.1,16.9,61.6,240.8,33.8,164,57.2,3.8,21.2,845,26.6,2.76
16-03-2001,32,17.3,60.3,209.6,122.7,126.1,76.5,4.7,21.8,829,43,1.47
17-03-2001,31.5,22.8,55,75.1,12.7,70.4,31,2.7,10.7,961,24.7,2.59
18-03-2001,42.9,25.6,64,205,44.6,163.4,15.2,5.6,25.1,324,11.3,1.73
19-03-2001,32.9,22.8,43,200.6,19.9,129.6,46.3,4.6,21.5,567,43.7,2.79
20-03-2001,33.3,20.9,60.5,164.2,67.2,103.4,20.8,2.2,10.8,992,45.2,2.52
21-03-2001,37.6,19.7,88.9,7.4,116.1,102.5,20,2.2,7,583,31.4,2.22
22-03-2001,27.3,22.9,56.4,87,10.9,86.7,61.1,2.1,19,109,13.2,1.24
23-03-2001,30.6,17,70.4,250.3,77.5,136.3,63.6,5.9,6.4,948,25.5,1.08
24-03-2001,25.8,19,71.3,278.9,99.9,128.1,54.6,3.3,23.3,645,36.2,1.51
25-03-2001,27.8,17.5,69.6,169.4,142.5,72.8,73.8,2.7,16.8,207,18.7,0.7
26-03-2001,30.7,21.8,74.3,269,97.1,42.7,67.7,4.4,25,664,23.9,1.36
27-03-2001,30.5,23.9,65.7,202.2,78,90.9,32,4.4,30,860,7.5,1.92
28-03-2001,40.8,18.6,65.4,273,108.9,167.3,72.3,3.1,17,855,31.7,1.98
29-03-2001,32.6,21.8,62.1,216.8,106.5,130.2,55.3,4.3,24.7,992,19.1,2.94
30-03-2001,30.2,22.2,45.6,17.7,76.7,123.1,69.4,3.8,22.8,942,49.1,1.91
31-03-2001,32.4,24.4,76.6,7,119.9,132.2,31.7,5.9,27,210,10.6,1.31
01-04-2001,36.8,27,56.8,226.5,132.9,64.1,47.9,2.9,26,845,46.4,1.05
02-04-2001,35.7,28.7,60.3,67.8,47.9,53.9,33.3,3.6,29.3,742,48.9,0.96
03-04-2001,38.8,28.7,47.4,139.8,30.9,190.7,58.9,5.1,10.7,407,46.4,2.74
04-04-2001,28.6,19,58.3,107.8,145.5,141.3,30.7,4.9,22.7,530,44.4,2.25
05-04-2001,39.6,21.2,46.2,64.4,34.5,127.4,40,3,27.7,945,36.1,1.65
06-04-2001,32.1,25.8,59.2,233.6,92.5,197.4,11.2,4.1,27.4,122,19.5,2.04
07-04-2001,36.1,27,63.6,125.4,16.2,31,17.8,2.4,6.4,924,23.3,1.65
08-04-2001,30.6,21.9,51.5,244.5,51.9,159.3,38.6,4.5,25,242,17.5,1.59
09-04-2001,41.7,27.9,59.5,159.5,38.2,68.2,15.2,4.4,17.4,686,38.1,0.57
10-04-2001,36.2,20.6,42.3,246.4,136,195,43.1,3.6,17,707,28,1.59
11-04-2001,28.9,28.6,51.7,88.1,35.5,78.2,48.9,5.7,24.5,583,40,2.71
12-04-2001,44.2,21,52.9,112.8,93.8,144.5,67.7,3.5,13.7,174,19,2.48
13-04-2001,39.8,26.3,64.6,131.1,68.6,193.2,56.6,5.9,22.7,165,8.7,1.94
14-04-2001,39.9,16,74.8,176.7,147,194.8,14.8,2.1,12.8,590,45,1.5
15-04-2001,32,16.3,75.3,51,108.7,57.6,20.6,2.9,9.1,713,7.1,1.69
16-04-2001,29,29.4,79.4,159.3,90.8,177.8,20.7,4.7,22.9,809,11.2,0.58
17-04-2001,35.3,27.1,59.4,90,69.4,176.7,19.8,3.6,10.9,232,34.8,1.71
18-04-2001,36.4,15.9,79,122,74.8,149.3,41.6,3.5,11.6,291,38.2,2.97
19-04-2001,29,20.7,42.7,37,31,111.2,30.1,4.7,23.7,621,15.3,1.32
20-04-2001,42.4,21.1,62.1,259.9,49.2,79.1,34.9,4,23.1,861,9.7,1.77
21-04-2001,33.1,21,49,110.8,107.6,48.9,13.6,3.2,15.3,683,36.2,2.31
22-04-2001,30.7,18.5,88.8,107.3,23.8,115.8,60.1,2.8,20.2,896,45.2,2.62
23-04-2001,28.7,23.1,87.8,195,68.2,177.6,39.5,5.6,12.2,757,18.3,2.59
24-04-2001,44.3,20.5,66,285.7,16.6,144.9,16.9,2.6,20.5,879,24.7,0.92
25-04-2001,29.7,23.6,60.3,296.2,38.7,145.9,29.3,2.3,28.6,258,17.7,1.13
26-04-2001,29.9,22.4,61.4,202.9,50.4,20.4,73.1,4.4,28.2,525,38.2,1.59
27-04-2001,30.1,29,75.1,188.3,89,161.3,35.2,3.6,17.3,607,34.7,2.24
28-04-2001,25.1,17.8,45.7,51.8,74.9,199.6,66.2,4.9,11.7,279,36.8,2.05
29-04-2001,42.5,15.7,63.2,102,116.4,82.1,48.1,3.4,23.2,125,23.3,1.52
30-04-2001,26.2,23.7,57.8,50.6,81.9,149,46.3,4.6,11.6,416,13.8,1.33
01-05-2001,40.4,24.6,87.1,142.2,80.3,54.3,12.7,3.9,20.6,107,27.4,2.11
02-05-2001,26.6,25.3,50.9,73,48.4,99.1,64.8,3,12.9,401,44.4,1.92
03-05-2001,30.8,17.5,72.4,103.9,27.8,84.3,68.6,3.2,8.1,277,37.8,0.87
04-05-2001,34,26.1,83.1,272.2,10.2,166.7,54.8,4.2,15.4,316,28.7,0.93
05-05-2001,42.1,25.2,85.2,297.5,110.1,90.4,51,2.2,12.5,659,16.4,1.06
06-05-2001,37.1,16.9,70.6,193.6,19.5,89.9,40.5,5.4,10.9,328,9,1.15
07-05-2001,43.7,25.7,75.1,47.5,85.7,61.2,41,3.1,19.2,722,19.5,0.64
08-05-2001,43.9,18,45.7,222.4,110.9,116.1,23.4,5.6,11.8,913,30.4,1.57
09-05-2001,41.1,24.2,72.3,87.8,74.3,111.9,38.6,4.7,12.9,534,27.8,2.35
10-05-2001,42.1,15.7,42,128.4,142.2,102.9,14,3.5,23.3,570,18,1.64
11-05-2001,25.3,15.8,73.1,1.6,53.7,164.1,54.5,3.8,21.4,317,49.9,0.78
12-05-2001,33.5,29.3,60,287.8,26.7,83.8,73.2,4.7,18.6,498,49.9,2.36
13-05-2001,43.9,16.8,48.9,282.5,16.7,90.3,64,4,13,747,12.6,0.59
14-05-2001,44.1,19.5,81.7,53.5,57.7,181.8,58.3,4.6,23.3,535,30.3,1.51
15-05-2001,26.9,20.7,81.8,287.4,83.5,160,78.7,2.6,23.4,676,13.3,2.72
16-05-2001,33.8,21.6,61.9,110.9,140.2,52.3,77.8,4.8,5.7,695,26.6,1.17
17-05-2001,36.1,24.8,63.2,262.4,113.7,104.8,32.3,4.5,22.6,585,10.1,2.71
18-05-2001,43,24,55,15.7,13.7,197.2,69.8,4.2,13.4,657,6.9,0.95
19-05-2001,33.9,17.3,75.9,120.1,22.9,164,44.3,5.8,28.1,694,42.5,2.96
20-05-2001,39.4,28.5,66.8,187.9,84.7,66.5,69.1,2.9,19.4,837,5.5,0.84
21-05-2001,43.6,21.4,64.5,22,48.3,130.3,67.7,4.4,6.1,863,48.9,0.89
22-05-2001,34.4,18.2,77.4,67.8,115.7,34.5,54.4,3.2,20.1,168,31.1,1.47
23-05-2001,32.4,15.4,56.2,127.8,133.1,116.3,25.4,5.7,18.4,545,18.8,2.66
24-05-2001,37.1,18.6,45.3,125.7,32.5,141.4,76.6,3.3,10,996,33.8,1.9
25-05-2001,38,15.2,44.3,293.4,59.3,153.9,28.5,4.1,12.7,246,5.8,0.97
26-05-2001,35.8,23.5,78.4,129.4,127.2,190.8,79.7,4.2,5.2,173,7.7,2.19
27-05-2001,30.3,20.1,79.5,131.2,15.7,140.4,34.2,2.8,18.6,165,19.7,1.37
28-05-2001,41.5,19.9,84.7,148,114.2,38.2,30.5,5.7,6.3,535,34.3,2.66
29-05-2001,32.7,20.6,44.6,4.9,53.6,75.5,51.3,3.5,8.8,393,41.9,2.06
30-05-2001,26,29.5,52.7,24.3,76.6,132.1,46,3.1,14.5,863,48.5,1.03
31-05-2001,25,20.5,86.5,148.4,17.8,186.7,16.5,3.5,11.9,897,30.7,1.97
01-06-2001,36.2,23.2,57,118.6,131.1,185.5,32.1,5.2,19.3,643,47.8,1.75
02-06-2001,33.4,17.1,49.6,60.1,43.3,109,24.3,2.3,21.2,232,24.8,1.16
03-06-2001,34.4,29.8,47.1,159.2,23,118,75.5,3.6,8.8,891,39.7,1.37
04-06-2001,35,29.7,85.8,172.7,135.6,156.6,64,2.4,9.3,964,16,0.97
05-06-2001,40.5,27.6,70.7,226.4,44.3,33,44,4.8,29.6,347,6.5,1.4
06-06-2001,32.6,16.6,57.9,129.5,95.4,179.4,58.7,3.8,15.1,752,41.6,2.82
07-06-2001,25.8,27.4,73.3,48.7,143.2,33.8,19.2,2.5,7,580,43.8,1.18
08-06-2001,36.6,22.8,72.5,48.8,103.5,68.6,15.2,3.4,28.3,606,46.7,1.18
09-06-2001,26.5,27.5,76.3,91,117.9,197.2,49.7,3.6,5.9,368,8.8,2.68
10-06-2001,43.8,20.2,73.8,236.7,39.5,59.8,39,3.4,7.3,784,38,1.61
11-06-2001,44.7,15.6,72.3,262,130.8,97.1,13,4.4,10.4,355,40.6,1.54
12-06-2001,41.6,22.2,54.6,68.8,80.1,95,49.3,5.4,18.2,228,41.5,2.62
13-06-2001,41,28.5,81.8,30.9,93.7,179,24,4.6,14.9,578,30.9,2.7
14-06-2001,29.3,17.9,51.5,152.1,72.9,98.6,17.7,2.5,26.2,967,15.4,1.79
15-06-2001,32,29.2,43.3,59.4,81.6,42.4,59.5,3.9,24,748,41.1,2.32
16-06-2001,26.1,15.7,52.8,163.7,71.3,51.1,59.2,3.7,18,259,36.2,2.2
17-06-2001,29.5,18.9,46.5,282.2,28.4,47.3,71.1,4.1,7.4,877,30.7,2.27
18-06-2001,27.1,25.5,59.2,197.3,51.8,151.5,43.6,5.6,10.8,174,22.1,2.88
19-06-2001,41.8,15.1,81.5,260.1,63,102.6,41.1,5.6,12.3,609,44.7,0.66
20-06-2001,43.3,29.5,52,149,42.4,70.6,13.9,6,29.5,983,20.8,2.86
21-06-2001,32.7,29.2,57,187.5,51.7,77,32.7,5.3,25.6,824,39.2,0.93
22-06-2001,33.8,25.7,44.4,55.7,78.9,75.9,58.9,2.8,14.7,736,35.8,2.6
23-06-2001,39.1,23.7,59.5,186.3,116,168.3,22.1,4.8,23.2,921,31.7,0.66
24-06-2001,39.6,28.7,46.9,232.3,76.4,125.7,38.9,4.7,25,453,30.4,2.38
25-06-2001,39.8,20.5,52.5,65.8,40,185,35.7,3.5,29,819,22.8,2.38
